"name","boat","event","gender","time","type","finish","level","venue","month","day","year","certified","notes","venue.long","race.name"
"Elisa Robson-Brown; Elizabeth Holmes; Jill Esseltine; Tiffany Yau","K4",200,"Women",50.99,"Final","2","Open","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18/Open Women K4 200m"
"Katrina Loutet; Mika Asano; Samantha Loutet; Shayla Thom","K4",200,"Women",47.8,"Final","1","Open","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18/Open Women K4 200m"
"Dylan Walsh; Rowan Davison","K2",200,"Men",45.74,"Final","1","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Men K2 200m"
"Charlie Toth; James McClelland","K2",200,"Men",55.38,"Final","5","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Men K2 200m"
"Bryant Kelleway; Carter Hugill","K2",200,"Men",46.48,"Final","2","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Men K2 200m"
"Einar Ogle; Vaughn Schenk","K2",200,"Men",48,"Final","3","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Men K2 200m"
"Kole Harkabus; Peyton Kusche","K2",200,"Men",60.41,"Final","6","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Men K2 200m"
"Keegan Bateman; Landon McQuarrie","K2",200,"Men",51.34,"Final","4","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Men K2 200m"
"Jaimar Laderas","K1",200,"Men",63.45,"Heat","3","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 1)"
"Kaleb Aubey","K1",200,"Men",68.25,"Heat","5","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 1)"
"Ken Deibert","K1",200,"Men",75.83,"Heat","7","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 1)"
"Carson Ko","K1",200,"Men",64.14,"Heat","4","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 1)"
"Harris Hunter","K1",200,"Men",70.23,"Heat","6","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 1)"
"Adam Vetter","K1",200,"Men",57.62,"Heat","1","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 1)"
"Ethan Hennig","K1",200,"Men",60.15,"Heat","2","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 1)"
"Einar Ogle","K1",200,"Men",62.68,"Heat","3","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 2)"
"Noah MacMartin","K1",200,"Men",60.35,"Heat","1","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 2)"
"Warren Jaff","K1",200,"Men",72.07,"Heat","4","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 2)"
"Nikkos Wang","K1",200,"Men",74.78,"Heat","6","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 2)"
"Kristian McIntosh","K1",200,"Men",60.82,"Heat","2","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 2)"
"Connor Kitching","K1",200,"Men",74.2,"Heat","5","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men K1 200m (Heat 2)"
"Braiden Davis; Colin Templeton","C2",200,"Men",76.19,"Final","DQ","Open","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","Open Men C2 200m"
"Liam Grover; Tate Solomonson","C2",200,"Men",62.9,"Final","1","Open","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","Open Men C2 200m"
"Katrina Loutet; Samantha Loutet","C2",200,"Women",66.68,"Final","4","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16/U18 Women C2 200m"
"Noah MacMartin","C1",200,"Men",73.13,"Final","4","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men C1 200m"
"Weston Hester","C1",200,"Men",56.94,"Final","2","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men C1 200m"
"Danylo Korsei","C1",200,"Men",54.3,"Final","1","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men C1 200m"
"Grant Huston","C1",200,"Men",68.37,"Final","3","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men C1 200m"
"Alex Smith","C1",200,"Men",91.87,"Final","6","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men C1 200m"
"Owen Jennings","C1",200,"Men",75.05,"Final","5","U14","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U14 Men C1 200m"
"Ivan Strashenko","K1",200,"Men",42.27,"Heat","1","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 1"
"Dylan Boeholt","K1",200,"Men",47.74,"Heat","4","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 1"
"Alexander Dmitriev","K1",200,"Men",44.32,"Heat","3","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 1"
"Jonas Decker","K1",200,"Men",54.79,"Heat","6","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 1"
"Sergio Cosenza","K1",200,"Men",43.36,"Heat","2","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 1"
"Stephen Wang","K1",200,"Men",48.58,"Heat","5","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 1"
"Lincoln Wallace","K1",200,"Men",59.51,"Heat","7","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 1"
"Jackson Plymale","K1",200,"Men",43.16,"Heat","2","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 2"
"Stanley Netherton","K1",200,"Men",44.42,"Heat","5","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 2"
"Chauncey Bevin","K1",200,"Men",42.37,"Heat","1","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 2"
"Mateo Buist","K1",200,"Men",43.57,"Heat","3","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 2"
"Lucas Mortensen","K1",200,"Men",44.04,"Heat","4","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 2"
"Ethan Vasquez","K1",200,"Men",43.69,"Heat","3","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 3"
"Liam Jennings","K1",200,"Men",48,"Heat","6","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 3"
"Ryan Wurts","K1",200,"Men",40.5,"Heat","1","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 3"
"Darren Granale","K1",200,"Men",47.12,"Heat","5","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 3"
"Marvin Bader","K1",200,"Men",43.15,"Heat","2","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 3"
"Edward Colhoun","K1",200,"Men",44.51,"Heat","4","U18","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U18 Men K1 200m Heat 3"
"Raegan Laird","K1",200,"Women",55.43,"Heat","3","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 1"
"Lauren Ko","K1",200,"Women",60.38,"Heat","5","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 1"
"Francesca Kelley","K1",200,"Women",51.38,"Heat","2","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 1"
"Cassidy MacPherson","K1",200,"Women",49.56,"Heat","1","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 1"
"Emma Bateman","K1",200,"Women",77.34,"Heat","7","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 1"
"Keisa Bleiler","K1",200,"Women",56.1,"Heat","4","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 1"
"Cailey Race","K1",200,"Women",71.39,"Heat","6","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 1"
"Gillian Helliwell","K1",200,"Women",52.55,"Heat","1","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 2"
"Rachel Santos","K1",200,"Women",74.12,"Heat","6","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 2"
"Sara Laderas","K1",200,"Women",72.63,"Heat","5","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 2"
"Zoe Libner","K1",200,"Women",54.9,"Heat","2","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 2"
"Kierra Willis","K1",200,"Women",58.77,"Heat","3","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 2"
"Miranda Kahlert","K1",200,"Women",72.11,"Heat","4","U16","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U16 Women K1 200m Heat 2"
"Xavier Phu","K1",200,"Men",94.34,"Final","10","U12","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U12 Men K1 200m (TF1)"
"Lincoln Hall","K1",200,"Men",81.18,"Final","7","U12","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U12 Men K1 200m (TF1)"
"Damian Hickey","K1",200,"Men",73.12,"Final","3","U12","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U12 Men K1 200m (TF1)"
"Thomas Colhoun","K1",200,"Men",72.72,"Final","2","U12","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U12 Men K1 200m (TF1)"
"JT Twemlow","K1",200,"Men",82.11,"Final","8","U12","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U12 Men K1 200m (TF1)"
"Corben Hickey","K1",200,"Men",74.52,"Final","4","U12","Slawko 2019",5,4,2019,"yes","","Slawko Memorial Season Opener","U12 Men K1 200m (TF1)"
