"name","age","club","boat","gender","country","type"
"Flavio Spurio","2002",NA,"K","M","ITA",NA
"Florian Koeppen","2001",NA,"C","M","GER",NA
"Florin Crista","1999",NA,"K","M","ROU",NA
"Francesca Cabras","2003",NA,"K","F","ITA",NA
"Franziska Widmer","1997",NA,"K","F","SUI",NA
"Freya Peters","2001",NA,"K","F","GBR",NA
"Gabriel Martinez","2001",NA,"K","M","ESP",NA
"Gabriele Cerepokaite","2001",NA,"C","F","LTU",NA
"Geert Wijnen","1999",NA,"K","M","NED",NA
"Georgiana Vucea","2002",NA,"K","F","ROU",NA
"Ghailene Khattali","2000",NA,"C","M","TUN",NA
"Gheorghe Stoian","1998",NA,"C","M","ROU",NA
"Gia Gabedava","2001",NA,"C","M","GEO",NA
"Giacomo Rossi","2002",NA,"K","M","ITA",NA
"Giada Bragato","1999",NA,"C","F","HUN",NA
"Gintare Palisauskaite","2003",NA,"K","F","LTU",NA
"Grace Whebby","1999",NA,"K","F","CAN",NA
"Gulbakhor Fayzieva","2002",NA,"C","F","UZB",NA
"Gulzhaina Tynybekova","2001",NA,"C","F","KAZ",NA
"Gustavo Rosas","2001",NA,"C","M","MEX",NA
"Iago Bebiano","2001",NA,"K","M","POR",NA
"Iago Monteagudo","1997",NA,"K","M","ESP",NA
"Ieva Vaitiekunaite","2000",NA,"K","F","LTU",NA
"Igor Ryashentsev","2001",NA,"K","M","KAZ",NA
"Ilia Zotov","1999",NA,"K","M","RUS",NA
"Ilie Oprea","1997",NA,"C","M","MDA",NA
"Iliya Nadernejad","2003",NA,"K","M","IRI",NA
"Ilja Lucenkovs","2001",NA,"C","M","LAT",NA
"Ilya Kazlouski","2001",NA,"K","M","BLR",NA
"Ina Sauchuk","2000",NA,"K","F","BLR",NA
"Ioannis Odysseos","1996",NA,"K","M","CYP",NA
"Ionela Pruna","2001",NA,"K","F","ROU",NA
"Ionut Nicolaescu","2001",NA,"K","M","ROU",NA
"Ionut Sorca","2001",NA,"C","M","ROU",NA
"Iori Miura","1997",NA,"K","M","JPN",NA
"Irene Bellan","2001",NA,"K","F","ITA",NA
"Isabel Romero","2002",NA,"K","F","MEX",NA
"Isabelle Zanin","2002",NA,"C","F","GER",NA
"Islomjon Abdusalomov","2002",NA,"C","M","UZB",NA
"Iuliia Babashinskaia","2004",NA,"K","F","RUS",NA
"Ivan Dmitriev","1998",NA,"C","M","RUS",NA
"Ivan Fernandez","2000",NA,"K","M","ESP",NA
"Ivan Lukyanov","1999",NA,"K","M","KAZ",NA
"Ivan Penchev","2000",NA,"K","M","BUL",NA
"Ivan Semykin","1997",NA,"K","M","UKR",NA
"Ivanna Dyachenko","2003",NA,"K","F","UKR",NA
"Jaakko Hippelainen","2001",NA,"K","M","FIN",NA
"Jackie Van Der Westhuysen","2001",NA,"K","F","RSA",NA
"Jaime García","1996",NA,"C","M","ESP",NA
"Jakob Thordsen","1999",NA,"K","M","GER",NA
"Jakub Stepun","2001",NA,"K","M","POL",NA
"Jarryd Gibson","1998",NA,"K","M","RSA",NA
"Jemma Smith","1999",NA,"K","F","AUS",NA
"Jeremy Leray","1998",NA,"K","M","FRA",NA
"Jesse Kneebone-Ellis","2001",NA,"K","M","AUS",NA
"Jiri Minarik","2002",NA,"C","M","CZE",NA
"Joaquin Cataldo","2001",NA,"C","M","CHI",NA
"Jonas Draeger","1998",NA,"K","M","GER",NA
"Jordy Malherbe","2002",NA,"K","M","RSA",NA
"Jose Alcazar","2001",NA,"K","M","MEX",NA
"Jose Cordova","2001",NA,"C","M","CUB",NA
"Josip Lenac","2001",NA,"K","M","CRO",NA
"Jui-Teng Tseng","2000",NA,"K","M","TPE",NA
"Jule Hake","1999",NA,"K","F","GER",NA
"Jules Vangeel","2002",NA,"K","M","BEL",NA
"Julia Espinosa","2000",NA,"C","F","ESP",NA
"Julia Hergert","1998",NA,"K","F","GER",NA
"Julia Walczak","2000",NA,"C","F","POL",NA
"Julia Wieczorek","2000",NA,"K","F","POL",NA
"Julija Gutova","1999",NA,"C","F","LAT",NA
"Kanta Endo","2000",NA,"K","M","JPN",NA
"Katarina Pecsukova","2003",NA,"K","F","SVK",NA
"Katarzyna Szperkiewicz","2001",NA,"C","F","POL",NA
"Katharina Diederichs","2001",NA,"K","F","GER",NA
"Katrina Smiltniece","2002",NA,"K","F","LAT",NA
"Katrine Jensen","2003",NA,"K","F","DEN",NA
"Kayla De Beer","1997",NA,"K","F","RSA",NA
"Kenshiro Yasui","2001",NA,"K","M","JPN",NA
"Khaoula Sassi","1998",NA,"K","F","TUN",NA
"Kiriaki Konstantinidou","2000",NA,"K","F","CYP",NA
"Kirill Romanov","2001",NA,"C","M","RUS",NA
"Kirill Tubayev","2001",NA,"K","M","KAZ",NA
"Kozhakhmet Altynbek","2001",NA,"C","M","KAZ",NA
"Kristina Kovnir","1997",NA,"K","F","RUS",NA
"Kristoffer Neve","2002",NA,"C","M","DEN",NA
"Kseniia Kurach","1997",NA,"C","F","RUS",NA
"Kuan-Chieh Lai","1996",NA,"C","M","TPE",NA
"Kurtis Imrie","1996",NA,"K","M","NZL",NA
"Laura Gonczol","2003",NA,"C","F","HUN",NA
"Laura Ruiz","2001",NA,"C","F","FRA",NA
"Laura Skukauska","1996",NA,"K","F","LAT",NA
"Laurent Lavigne","2001",NA,"K","M","CAN",NA
"Lazaro Lopez","1999",NA,"K","M","ESP",NA
"Lena Roehlings","2002",NA,"K","F","GER",NA
"Leona Pavlesin","2003",NA,"K","F","CRO",NA
"Lina Bielicke","2001",NA,"C","F","GER",NA
"Lingzhi Cheng","1997",NA,"C","F","CHN",NA
"Linus Bolzern","1999",NA,"K","M","SUI",NA
"Lizaveta Reut","2002",NA,"K","F","BLR",NA
"Louis Hattingh","1996",NA,"K","M","RSA",NA
"Lucero Mendoza","1997",NA,"C","F","MEX",NA
"Lucia Valova","2001",NA,"C","F","SVK",NA
"Lucrezia Zironi","2002",NA,"K","F","ITA",NA
"Lucy Lee-Smith","1997",NA,"K","F","GBR",NA
"Lukas Sakalys","1999",NA,"K","M","LTU",NA
"Lukasz Witkowski","1996",NA,"C","M","POL",NA
"Magnus Sibbersen","2001",NA,"K","M","DEN",NA
"Mai Hiraizumi","2001",NA,"K","F","JPN",NA
"Maksim Khutski","2002",NA,"K","M","BLR",NA
"Maksim Oseledko","2000",NA,"K","M","RUS",NA
"Maksym Majchrzak","1999",NA,"K","M","POL",NA
"Malgorzata Pulawska","1996",NA,"K","F","POL",NA
"Manuel Fontan","2001",NA,"C","M","ESP",NA
"Manuela Sanchez","2000",NA,"C","F","COL",NA
"Marcia Faria","2000",NA,"C","F","POR",NA
"Margarita Elfimova","2002",NA,"K","F","RUS",NA
"Maria Oliveira","2001",NA,"K","F","POR",NA
"Mariami Kerdikashvili","1998",NA,"C","F","GEO",NA
"Marie Huguet","2001",NA,"K","F","FRA",NA
"Mark Meszlenyi","2002",NA,"K","M","SVK",NA
"Martin Hvojnik","2001",NA,"K","M","SVK",NA
"Martina Isequilla","1996",NA,"K","F","ARG",NA
"Martina Vela","2002",NA,"C","F","ARG",NA
"Marton Gecse","1998",NA,"K","M","HUN",NA
"Martyna Mikolajewska","2001",NA,"K","F","POL",NA
"Mathilde Roed","2001",NA,"K","F","DEN",NA
"Matias Nunez","2001",NA,"K","M","CHI",NA
"Matteo Miglioli","1997",NA,"K","M","ITA",NA
"Matus Jedinak","2000",NA,"K","M","SVK",NA
"Matvei Zhukov","2001",NA,"C","M","RUS",NA
"Maxime Margely","2000",NA,"K","M","FRA",NA
"Mehrshad Sharajsharifi","2001",NA,"K","M","IRI",NA
"Meshua Marigo","1998",NA,"K","F","ITA",NA
"Methasit Sitthipharat","2003",NA,"K","M","THA",NA
"Mia Medved","1999",NA,"K","F","SLO",NA
"Michal Bil","1997",NA,"K","M","POL",NA
"Miha Fartek","2001",NA,"K","M","SLO",NA
"Mihai Chihaia","2003",NA,"C","M","MDA",NA
"Mikita Aharodny","2002",NA,"C","M","BLR",NA
"Mikita Miarhuryeu","1997",NA,"C","M","BLR",NA
"Milan Dekker","2001",NA,"K","M","NED",NA
"Milan Dorner","1998",NA,"K","M","SVK",NA
"Ming Law","1996",NA,"C","F","HKG",NA
"Mio Kobayashi","2001",NA,"C","F","JPN",NA
"Mohammad Rezaei","1999",NA,"C","M","IRI",NA
"Momen Mahran","1996",NA,"K","M","EGY",NA
"Moritz Florstedt","2001",NA,"K","M","GER",NA
"Murman Malania","1998",NA,"C","M","GEO",NA
"Mykola Vykhodtsev","2001",NA,"C","M","ITA",NA
"Netta Malkinson","1999",NA,"K","F","ISR",NA
"Nikita Barannikov","2001",NA,"K","M","RUS",NA
"Niklas Heuser","2002",NA,"K","M","GER",NA
"Nikola Maleski","2003",NA,"K","M","MKD",NA
"Noemi Pupp","1998",NA,"K","F","HUN",NA
"Olena Tsyhankova","1999",NA,"C","F","UKR",NA
"Olga Aleksandrova","2001",NA,"C","F","RUS",NA
"Olga Dubolazova","1999",NA,"K","F","RUS",NA
"Olga Surmina","2002",NA,"C","F","KAZ",NA
"Olivera Mihajlovic","2002",NA,"K","F","SRB",NA
"Olivia Brett","2001",NA,"K","F","NZL",NA
"Olivia Malinen","1997",NA,"K","F","FIN",NA
"Orasa Thiangkathok","1998",NA,"C","F","THA",NA
"Oulimata Fall","1997",NA,"C","F","SEN",NA
"Ozge Uzar","2001",NA,"K","F","TUR",NA
"Pablo Grana","1999",NA,"C","M","ESP",NA
"Pablo Sanchez","2002",NA,"K","M","ESP",NA
"Paola Arellano","2003",NA,"C","F","MEX",NA
"Paula Gomez","2001",NA,"C","F","CHI",NA
"Pavlo Borsuk","2001",NA,"C","M","UKR",NA
"Philip Miles","2001",NA,"K","M","GBR",NA
"Pitpiboon Mahawattanangkul","2001",NA,"C","M","THA",NA
"Pornnapphan Phuangmaiming","2003",NA,"K","F","THA",NA
"Praison Buasamrong","1996",NA,"K","M","THA",NA
"Przemyslaw Rojek","2002",NA,"K","M","POL",NA
"Quilian Koch","1999",NA,"K","M","FRA",NA
"Raquel Dacosta","1997",NA,"C","F","ESP",NA
"Rasmus Knudsen","2000",NA,"K","M","DEN",NA
"Reka Opavszky","2003",NA,"C","F","HUN",NA
"Remigiusz Nowaczyk","1998",NA,"C","M","POL",NA
"Riccardo Baldan","2001",NA,"K","M","ITA",NA
"Roberts Akmens","1996",NA,"K","M","LAT",NA
"Roberts Altmanis","1999",NA,"K","M","LAT",NA
"Rodion Tuigunov","2002",NA,"K","M","KGZ",NA
"Rok Smit","1997",NA,"K","M","SLO",NA
"Romana Jakubisova","2002",NA,"K","F","SVK",NA
"Romane Charayron","2003",NA,"K","F","FRA",NA
"Ronan Foley","2000",NA,"K","M","IRL",NA
"Ruben Plazas","2000",NA,"K","M","COL",NA
"Ruth Vorsselman","1997",NA,"K","F","NED",NA
"Ryan O'connor","1999",NA,"K","M","IRL",NA
"Rysbek Tolomushev","2000",NA,"K","M","KGZ",NA
"Sam Ferkins","2001",NA,"K","M","NZL",NA
"Samaa Ahmed","1998",NA,"K","F","EGY",NA
"Sandra Ostrowska","2000",NA,"K","F","POL",NA
"Sara Mrzyglod","2000",NA,"K","F","ITA",NA
"Sarah Nagy","2001",NA,"K","F","CAN",NA
"Sean Van Pletzen","2001",NA,"K","M","RSA",NA
"Serhii Hoberlas","2000",NA,"K","M","UKR",NA
"Shahriyor Daminov","1997",NA,"C","M","TJK",NA
"Sherzod Khakimjonov","2002",NA,"K","M","UZB",NA
"Shota Shitara","2001",NA,"K","M","JPN",NA
"Simon Christofi","2000",NA,"K","M","CYP",NA
"Simon Schuldt-Jensen","1999",NA,"K","M","DEN",NA
"Sofiya Molina","1999",NA,"K","F","KAZ",NA
"Sophia Jensen","2001",NA,"C","F","CAN",NA
"Sophie Koch","1997",NA,"C","F","GER",NA
"Stanislau Mikhalishyn","2001",NA,"K","M","BLR",NA
"Stanislau Savelyeu","2001",NA,"C","M","BLR",NA
"Stav Mizrahi","1998",NA,"K","M","ISR",NA
"Stella Sukhanova","2003",NA,"K","F","KAZ",NA
"Stepanka Sobiskova","2001",NA,"K","F","CZE",NA
"Stephanie Guzman","2002",NA,"C","F","MEX",NA
"Steven Henry","2001",NA,"K","M","FRA",NA
"Stuart Bristow","1996",NA,"K","M","GBR",NA
"Sukhnatillo Inagomov","1999",NA,"C","M","UZB",NA
"Svetlana Ussova","1999",NA,"C","F","KAZ",NA
"Taja Smukavec","2000",NA,"K","F","SLO",NA
"Tania Virijac","2002",NA,"C","F","ROU",NA
"Te-Ming Kang","2002",NA,"C","M","TPE",NA
"Tetyana Yednak","1996",NA,"K","F","UKR",NA
"Thomas Green","1999",NA,"K","M","AUS",NA
"Thomas Lambert","2001",NA,"C","M","GBR",NA
"Tiago Henriques","2001",NA,"K","M","POR",NA
"Tilly Pritchard","2002",NA,"K","F","NZL",NA
"Timur Khaidarov","1996",NA,"C","M","KAZ",NA
"Ting-Yu Yu","2002",NA,"K","F","TPE",NA
"Tinus Koekemoer","2001",NA,"K","M","AUS",NA
"Tom Maassen","2001",NA,"K","M","GER",NA
"Tomas Sobisek","2001",NA,"K","M","CZE",NA
"Tommaso Freschi","1997",NA,"K","M","ITA",NA
"Toshka Besharah","2003",NA,"K","F","CAN",NA
"Trevor Thomson","1998",NA,"K","M","GBR",NA
"Umar Rustamov","2000",NA,"C","M","TJK",NA
"Vadim Guseinov","1999",NA,"C","M","AZE",NA
"Valentin Rossi","2002",NA,"K","M","ARG",NA
"Valentyn Parkhomenko","2001",NA,"K","M","UKR",NA
"Valeriia Tereta","2000",NA,"C","F","UKR",NA
"Vanda Zupko","2002",NA,"K","F","HUN",NA
"Vanesa Tot","1999",NA,"C","F","CRO",NA
"Vatistas Papadopoulos","2001",NA,"K","M","GRE",NA
"Veranika Leaniuk","2001",NA,"K","F","BLR",NA
"Veselin Vulchov","1999",NA,"K","M","BUL",NA
"Viacheslav Soldatov","2002",NA,"K","M","KGZ",NA
"Viktor Svyrydiuk","1997",NA,"C","M","UKR",NA
"Viktoriia Muntian","2003",NA,"K","F","UKR",NA
"Vitalii Bratash","2002",NA,"K","M","UKR",NA
"Vladislav Blintcov","1996",NA,"K","M","RUS",NA
"Wakana Moriyama","1997",NA,"K","F","JPN",NA
"Wiebke Glamm","2002",NA,"K","F","GER",NA
"Wies Siffels","2001",NA,"K","F","NED",NA
"Wiktor Zarski","2001",NA,"K","M","POL",NA
"William Johansson","2002",NA,"C","M","DEN",NA
"Xenia Jost","1998",NA,"K","F","GER",NA
"Xialian Lin","2002",NA,"C","F","CHN",NA
"Yarisleidis Duboys","2002",NA,"C","F","CUB",NA
"Yoana Georgieva","2002",NA,"K","F","BUL",NA
"Yong-Bo Lin","1999",NA,"K","M","TPE",NA
"Yui Taniguchi","1997",NA,"K","F","JPN",NA
"Yukiko Nishibun","1996",NA,"C","F","JPN",NA
"Yuliana Putnina","2001",NA,"C","F","UKR",NA
"Yurii Zub","2001",NA,"K","M","UKR",NA
"Zeljana Petrovic","2002",NA,"K","F","SRB",NA
"Zoe Clark","2001",NA,"K","F","GBR",NA
"Zoltan Vass","2002",NA,"C","M","HUN",NA
"Zsofia Kisban","1997",NA,"C","F","HUN",NA
