"name","age","club","boat","gender","country","type"
"Emilie Markussen","2001",NA,"K","F","DEN",NA
"Emma Horváth","2002",NA,"K","F","SVK",NA
"Emmanuel Lim","2003",NA,"K","M","SIN",NA
"Enja Rößeling","2002",NA,"K","F","GER",NA
"Enya Dale","2001",NA,"K","F","GBR",NA
"Eric Backrud","2002",NA,"K","M","SWE",NA
"Eric Hedin","2002",NA,"K","M","SWE",NA
"Erik Etlich","2003",NA,"C","M","GER",NA
"Erik Schieweck","2003",NA,"C","M","GER",NA
"Ernestas Bucius","2002",NA,"C","M","LIT",NA
"Ester Koczkás","2003",NA,"K","F","SVK",NA
"Evania Renton","2002",NA,"C","F","GBR",NA
"Fatime Fülöp","2002",NA,"K","F","HUN",NA
"Federico Ghenda","2001",NA,"C","M","ITA",NA
"Femke Jansen","2001",NA,"K","F","NET",NA
"Ferdinand Dittmar","2002",NA,"K","M","GER",NA
"Filip Toplikar","2001",NA,"K","M","SLO",NA
"Filip Truhlar","2003",NA,"K","M","CZE",NA
"Fletcher Armstrong","2002",NA,"K","M","AUS",NA
"Flore Caupain","2001",NA,"C","F","FRA",NA
"Florence Turcotte","2001",NA,"K","F","CAN",NA
"Florian Köppen","2001",NA,"C","M","GER",NA
"Francesca Cabras","2003",NA,"K","F","ITA",NA
"Fred Kemp","2001",NA,"K","M","GBR",NA
"Frederik Jepsen","2002",NA,"K","M","DEN",NA
"Gabriel Marques","2003",NA,"K","M","POR",NA
"Gabriela Hermely","2002",NA,"K","F","CZE",NA
"Gabrielė Čerepokaitė","2001",NA,"C","F","LIT",NA
"Gabriele Dri","2002",NA,"C","M","ITA",NA
"Gabrielė Kavaliauskaitė","2003",NA,"C","F","LIT",NA
"Gabrielle Jacob","2001",NA,"K","F","FRA",NA
"Georgia Carmichael","2002",NA,"K","F","GBR",NA
"Georgia Ng","2002",NA,"K","F","SIN",NA
"Gesine Ragwitz","2003",NA,"K","F","GER",NA
"Giacomo Rossi","2002",NA,"K","M","ITA",NA
"Gintarė Pališauskaitė","2003",NA,"K","F","LIT",NA
"Giovanni Busdon","2003",NA,"K","M","ITA",NA
"Grace Anderson","2003",NA,"K","F","GBR",NA
"Gracjan Michalak","2003",NA,"C","M","POL",NA
"Greta Gadeikytė","2003",NA,"K","F","LIT",NA
"Hana Ćerić","2003",NA,"K","F","CRO",NA
"Hanna Pashchanka","2001",NA,"K","F","BLR",NA
"Haruki Mori","2001",NA,"C","M","JPN",NA
"Hayato Ono","2001",NA,"K","M","JPN",NA
"Hayley Conrad","2002",NA,"K","F","CAN",NA
"Heraldas Kairys","2003",NA,"K","M","LIT",NA
"Hugo Martins","2002",NA,"K","M","POR",NA
"Hui Ip","2002",NA,"K","F","GBR",NA
"Iago Bebiano","2001",NA,"K","M","POR",NA
"Ian Gaudet","2003",NA,"K","M","CAN",NA
"Ichika Kumihashi","2003",NA,"K","F","JPN",NA
"Ignas Serafinas","2003",NA,"C","M","LIT",NA
"Ilja Lucenkovs","2001",NA,"C","M","LAT",NA
"Ilya Burkanau","2003",NA,"C","M","BLR",NA
"Ilya Kazlouski","2001",NA,"K","M","BLR",NA
"Inga Karakaš","2002",NA,"K","F","CRO",NA
"Ingus Justs","2002",NA,"K","M","LAT",NA
"Isabelle Zanin","2002",NA,"C","F","GER",NA
"Ivan Khramelia","2001",NA,"C","M","BLR",NA
"Ivans Iurinovs","2003",NA,"K","M","LAT",NA
"Ivans Jurinovs","2003",NA,"K","M","LAT",NA
"Ivett Győri","2002",NA,"C","F","HUN",NA
"Jack Brockway","2002",NA,"K","M","GBR",NA
"Jakob Stojanovič","2003",NA,"K","M","SLO",NA
"Jakub Brabec","2001",NA,"K","M","CZE",NA
"Jakub Pilarski","2003",NA,"K","M","POL",NA
"Jakub Remuta","2002",NA,"K","M","CZE",NA
"Jakub Stepun","2001",NA,"K","M","POL",NA
"Jakub Wojciechowski","2001",NA,"C","M","POL",NA
"Jan Černe","2002",NA,"K","M","SLO",NA
"Jan Machacek","2002",NA,"K","M","CZE",NA
"Janis Brunevics","2002",NA,"K","M","LAT",NA
"Jannek Weßel","2001",NA,"C","M","GER",NA
"Jarrah Sheppard","2002",NA,"K","M","AUS",NA
"Jenaya Massie","2002",NA,"K","F","AUS",NA
"Jeppe Maretti","2003",NA,"K","M","DEN",NA
"Jeremy Desousa","2001",NA,"K","M","CAN",NA
"Jeremy Gru","2002",NA,"K","M","FRA",NA
"Jesper Johansson","2002",NA,"K","M","SWE",NA
"Jie Ho","2001",NA,"K","F","SIN",NA
"Jiri Sedlak","2003",NA,"C","M","CZE",NA
"Joana Ramos","2003",NA,"K","F","POR",NA
"João Duarte","2003",NA,"K","M","POR",NA
"Jochen Wiehn","2001",NA,"K","M","GER",NA
"Jonas Veitas","2001",NA,"K","M","LIT",NA
"Joris Pranka","2003",NA,"K","M","LIT",NA
"Josef Zahora","2001",NA,"K","M","CZE",NA
"Josefine Landt","2001",NA,"K","F","GER",NA
"Josip Lenac","2001",NA,"K","M","CRO",NA
"Jovana Mladenovic","2003",NA,"K","F","SER",NA
"Jovana Radovanovic","2003",NA,"K","F","SER",NA
"Jovi Kalaichelvan","2001",NA,"K","M","SIN",NA
"Jules Brecin","2003",NA,"K","M","FRA",NA
"Jules Vangeel","2002",NA,"K","M","BEL",NA
"Julia Górska","2001",NA,"K","F","POL",NA
"Julia Osende Lilley","2001",NA,"C","F","CAN",NA
"Julie Olsen","2001",NA,"K","F","DEN",NA
"Justyna Dorozińska","2001",NA,"C","F","POL",NA
"Kaede Onoue","2002",NA,"K","F","JPN",NA
"Kamil Pandel","2002",NA,"C","M","POL",NA
"Kamil Wajda","2001",NA,"K","M","POL",NA
"Karl Brodén","2001",NA,"K","M","SWE",NA
"Karlis Dumpis","2003",NA,"K","M","LAT",NA
"Karo Weber","2003",NA,"K","F","GER",NA
"Karolína Seregiová","2001",NA,"K","F","SVK",NA
"Karyna Zhuk","2003",NA,"C","F","BLR",NA
"Katarína Pecsuková","2003",NA,"K","F","SVK",NA
"Katarzyna Szperkiewicz","2001",NA,"C","F","POL",NA
"Kate Hipkins","2002",NA,"K","F","GBR",NA
"Kate Pennyfather","2002",NA,"C","F","CAN",NA
"Katerina Vrbenska","2003",NA,"K","F","CZE",NA
"Katerina Zarubova","2001",NA,"K","F","CZE",NA
"Katharina Diederichs","2001",NA,"K","F","GER",NA
"Katharina Gaube","2003",NA,"K","F","AUS",NA
"Katrine Jensen","2003",NA,"K","F","DEN",NA
"Kei Sakiyama","2001",NA,"C","F","JPN",NA
"Kevin Poljans","2002",NA,"K","M","EST",NA
"Kilian Mayer","2001",NA,"K","M","SUI",NA
"Kiryl Korzhych","2003",NA,"K","M","BLR",NA
"Konstantinos Mpenetos","2003",NA,"K","M","GRE",NA
"Kosei Umemura","2002",NA,"C","M","JPN",NA
"Kristína Jankovská","2002",NA,"C","F","SVK",NA
"Kristóf Keresztes","2002",NA,"K","M","HUN",NA
"Kristóf Kollár","2001",NA,"C","M","HUN",NA
"Kristyna Havlova","2001",NA,"C","F","CZE",NA
"Krystian Hołdak","2002",NA,"C","M","POL",NA
"Lærke Langelund","2002",NA,"K","F","DEN",NA
"Lance Looij","2003",NA,"K","M","NET",NA
"Laura Gönczöl","2003",NA,"C","F","HUN",NA
"Laura Ruiz","2001",NA,"C","F","FRA",NA
"Laura Tomiak","2001",NA,"K","F","POL",NA
"Laura Ujfalvi","2003",NA,"K","F","HUN",NA
"Laurent Lavigne","2001",NA,"K","M","CAN",NA
"Leila Ocskay","2003",NA,"K","F","HUN",NA
"Lena Haaf Ten","2001",NA,"K","F","NET",NA
"Leona Pavlešin","2003",NA,"K","F","CRO",NA
"Leonie Dehn","2001",NA,"K","F","GER",NA
"Lincoln Loughry","2002",NA,"K","M","AUS",NA
"Linda Breidaka","2002",NA,"K","F","LAT",NA
"Lizaveta Prykhodzka","2002",NA,"C","F","BLR",NA
"Ljubomir Grcic","2002",NA,"K","M","SER",NA
"Louise Sesmat","2003",NA,"K","F","FRA",NA
"Lucas Huan","2001",NA,"C","M","SIN",NA
"Lucia Valová","2001",NA,"C","F","SVK",NA
"Lucie Herzanova","2003",NA,"K","F","CZE",NA
"Luiza Fechner","2003",NA,"C","F","POL",NA
"Lukas Bacilek","2002",NA,"C","M","CZE",NA
"Magdalena Szczęsna","2003",NA,"K","F","POL",NA
"Magnus Lindén","2001",NA,"K","M","SWE",NA
"Magnus Sibbersen","2001",NA,"K","M","DEN",NA
"Maksim Khutski","2002",NA,"K","M","BLR",NA
"Maksim Pashkouski","2001",NA,"K","M","BLR",NA
"Makysmilian Sielicki","2002",NA,"K","M","GBR",NA
"Manca Mikelj","2003",NA,"K","F","SLO",NA
"Mantas Gadeikis","2001",NA,"C","M","LIT",NA
"Mantas Jurgutis","2002",NA,"K","M","LIT",NA
"Marc Cinq-Mars","2002",NA,"C","M","CAN",NA
"Marcin Nowacki","2002",NA,"K","M","POL",NA
"Maren Bradley","2001",NA,"K","F","CAN",NA
"Margarita Osa","2002",NA,"K","F","LAT",NA
"Margarita Sokolova","2003",NA,"K","F","LAT",NA
"Margherita Vallerosi","2003",NA,"K","F","ITA",NA
"Maria Brandão","2001",NA,"K","F","POR",NA
"Maria Oliveira","2001",NA,"K","F","POR",NA
"Marie Huguet","2001",NA,"K","F","FRA",NA
"Marina Schmalzer","2003",NA,"K","F","AUS",NA
"Márk Csanki","2003",NA,"C","M","HUN",NA
"Márk Meszlenyi","2002",NA,"K","M","SVK",NA
"Márk Mizsér","2003",NA,"K","M","HUN",NA
"Márk Opavszky","2001",NA,"K","M","HUN",NA
"Mark Pedersen","2003",NA,"K","M","DEN",NA
"Marketa Vanourkova","2003",NA,"C","F","CZE",NA
"Marko Ujvári","2001",NA,"K","M","SVK",NA
"Marleen Braumann","2003",NA,"K","F","EST",NA
"Marleen Onnekes","2001",NA,"K","F","NET",NA
"Martin Eier","2003",NA,"K","M","EST",NA
"Martin Hvojník","2001",NA,"K","M","SVK",NA
"Martin Iliaš","2002",NA,"K","M","SVK",NA
"Martin Vecerka","2001",NA,"C","M","CZE",NA
"Martina Wedebrand","2002",NA,"K","F","SWE",NA
"Martyna Szkodzińska","2003",NA,"K","F","POL",NA
"Maryia Kaluhina","2002",NA,"K","F","BLR",NA
"Matej Današ","2003",NA,"K","M","SVK",NA
"Matej Madruša","2001",NA,"K","M","SLO",NA
"Mathilde Forest","2002",NA,"K","F","FRA",NA
"Mathilde Roed","2001",NA,"K","F","DEN",NA
"Matiss Milzers","2001",NA,"K","M","LAT",NA
"Matthew Soh","2003",NA,"K","M","SIN",NA
"Matyas Bokoc","2001",NA,"C","M","CZE",NA
"Mátyás Majoros","2002",NA,"K","M","HUN",NA
"Maud Denais","2001",NA,"K","F","FRA",NA
"Maxim Kimberley","2003",NA,"C","M","GBR",NA
"Maximilian Zöllner","2002",NA,"C","M","GER",NA
"Mei Isobe","2001",NA,"K","F","JPN",NA
"Mia Matijević","2001",NA,"K","F","BIH",NA
"Michael Prokop","2001",NA,"K","M","CZE",NA
"Michal Jurčo","2002",NA,"K","M","SVK",NA
"Miha Fartek","2001",NA,"K","M","SLO",NA
"Mihael Galetović","2003",NA,"K","M","CRO",NA
"Mihai Buciuceanu","2002",NA,"C","M","MOL",NA
"Mihajlo Ristic","2001",NA,"K","M","SER",NA
"Milan Dekker","2001",NA,"K","M","NET",NA
"Milica Popovic","2001",NA,"K","F","SER",NA
"Milica Radovanović","2003",NA,"K","F","BIH",NA
"Milos Ristic","2002",NA,"K","M","NET",NA
"Milos Stojkov","2002",NA,"K","M","SER",NA
"Miłosz Polaczek","2002",NA,"C","M","POL",NA
"Mizuki Aoki","2002",NA,"K","M","JPN",NA
"Moritz Florstedt","2001",NA,"K","M","GER",NA
"Mykola Vykhodtsev","2001",NA,"C","M","UKR",NA
"Na Kereszturi","2001",NA,"K","M","GBR",NA
"Na Libai","2001",NA,"K","M","SVK",NA
"Nastassia Krot","2002",NA,"C","F","BLR",NA
"Natalia Kurpan","2003",NA,"K","F","POL",NA
"Natalia Marońska","2003",NA,"C","F","POL",NA
"Natalia Szczęsna","2003",NA,"K","F","POL",NA
"Natalia Wojciechowska","2002",NA,"K","F","POL",NA
"Natalie Souckova","2001",NA,"K","F","CZE",NA
"Neja Vodopivec","2002",NA,"K","F","SLO",NA
"Neringa Norkutė","2003",NA,"C","F","LIT",NA
"Nicola Höninger","2003",NA,"K","M","GER",NA
"Niklas Heuser","2002",NA,"K","M","GER",NA
"Nikola Karanovic","2002",NA,"K","M","SER",NA
"Nikola Maleski","2003",NA,"K","M","MAC",NA
"Nikolai Thomsen","2001",NA,"K","M","DEN",NA
"Nikolozi Khatiashvili","2001",NA,"C","M","GEO",NA
"Nina Holá","2003",NA,"K","F","SVK",NA
"Odette Van Voorst Latenstein","2003",NA,"K","F","NET",NA
"Olaf Staal","2002",NA,"K","M","NET",NA
"Olga Menie","2002",NA,"K","F","GRE",NA
"Olivera Mihajlovic","2002",NA,"K","F","SER",NA
"Ombeline Dhe","2003",NA,"C","F","FRA",NA
"Otakar Stursa","2002",NA,"C","M","CZE",NA
"Otto Gerbers","2003",NA,"K","M","LAT",NA
"Özge Uzar","2001",NA,"K","F","TUR",NA
"Patrik Kövesdi","2003",NA,"K","M","HUN",NA
"Patrik Podrasky","2002",NA,"K","M","CZE",NA
"Patrycja Hołysz","2001",NA,"K","F","POL",NA
"Patrycja Lebioda","2001",NA,"K","F","POL",NA
"Patrycja Mendelska","2001",NA,"C","F","POL",NA
"Patrycja Szewczyk","2002",NA,"K","F","POL",NA
"Pauline Jagsch","2003",NA,"K","F","GER",NA
"Pavlo Borsuk","2001",NA,"C","M","UKR",NA
"Pedro Casinha","2003",NA,"K","M","POR",NA
"Petar Beronja","2002",NA,"C","M","SER",NA
"Petar Granzan","2003",NA,"K","M","SER",NA
"Peter Kizek","2002",NA,"C","M","SVK",NA
"Peter Lérant","2002",NA,"C","M","SVK",NA
"Petr Tetinger","2003",NA,"C","M","CZE",NA
"Philip Bryde","2002",NA,"K","M","DEN",NA
"Philip Knudsen","2002",NA,"K","M","DEN",NA
"Philip Miles","2001",NA,"K","M","GBR",NA
"Phoebe Wills-Grace","2002",NA,"K","F","AUS",NA
"Raman Zakharanka","2001",NA,"K","M","BLR",NA
"Raul Nagy","2003",NA,"K","M","HUN",NA
"Rebecka Gustafsson-Lönnroth","2001",NA,"K","F","SWE",NA
"Réka Opavszky","2003",NA,"C","F","HUN",NA
"Riku Yonemitsu","2001",NA,"C","M","JPN",NA
"Robin Häfeli","2001",NA,"K","M","SUI",NA
"Romana Jakubisová","2002",NA,"K","F","SVK",NA
"Romane Charayron","2003",NA,"K","F","FRA",NA
"Rory Stewart","2002",NA,"K","M","GBR",NA
"Rui Yu","2002",NA,"K","F","SIN",NA
"Rytis Sakalauskas","2003",NA,"K","M","LIT",NA
"Säde Kerge","2003",NA,"K","F","EST",NA
"Sakura Matsutake","2003",NA,"K","F","JPN",NA
"Samuel Cagaň","2003",NA,"K","M","SVK",NA
"Sandro Matias","2002",NA,"K","M","POR",NA
"Santa Strode","2003",NA,"K","F","LAT",NA
"Sára Mile","2002",NA,"C","F","HUN",NA
"Sara Milthers","2002",NA,"K","F","DEN",NA
"Sarah Nagy","2001",NA,"K","F","CAN",NA
"Serhii Yakovliev","2002",NA,"C","M","UKR",NA
"Shawn Chew","2003",NA,"K","M","SIN",NA
"Shota Shitara","2001",NA,"K","M","JPN",NA
"Sigita Dreimane","2001",NA,"K","F","LAT",NA
"Simon Specht","2002",NA,"K","M","GER",NA
"Sloan Mackenzie","2002",NA,"C","F","CAN",NA
"Sofia Groves","2003",NA,"K","F","GBR",NA
"Sofia Pavli","2003",NA,"K","F","GRE",NA
"Sophia Jensen","2001",NA,"C","F","CAN",NA
"Stanislau Savelyeu","2001",NA,"C","M","BLR",NA
"Stefano Campagnaro","2003",NA,"K","M","SLO",NA
"Stella Winther","2003",NA,"K","F","DEN",NA
"Stepanka Sobiskova","2001",NA,"K","F","CZE",NA
"Steven Henry","2001",NA,"K","M","FRA",NA
"Sylvia Moravčíková","2001",NA,"C","F","SVK",NA
"Szabina Szellák","2001",NA,"K","F","HUN",NA
"Tabea Gabelunke","2003",NA,"C","F","GER",NA
"Taiyo Nakasono","2003",NA,"C","M","JPN",NA
"Tatsiana Burava","2003",NA,"K","F","BLR",NA
"Thomas Lambert","2001",NA,"C","M","GBR",NA
"Thura Bruijn Breedt","2002",NA,"K","F","NET",NA
"Tijana Arsic","2001",NA,"C","F","SER",NA
"Tjorben Godeau","2002",NA,"K","M","BEL",NA
"Toby Booth","2003",NA,"K","M","GBR",NA
"Tom Argentin","2002",NA,"K","M","FRA",NA
"Tom Forterre","2002",NA,"C","M","FRA",NA
"Tom Segaux","2002",NA,"C","M","FRA",NA
"Tom Verduyckt","2001",NA,"K","M","BEL",NA
"Tomas Hradil","2002",NA,"K","M","CZE",NA
"Tomas Keist","2002",NA,"C","M","CZE",NA
"Tomas Sobisek","2001",NA,"K","M","CZE",NA
"Torben Illtz","2002",NA,"K","M","GER",NA
"Toshka Besharah","2003",NA,"K","F","CAN",NA
"Tristan Vanasten","2002",NA,"K","M","BEL",NA
"Tze Kuik","2001",NA,"K","M","SIN",NA
"Uladzimir Krupinevich","2003",NA,"C","M","BLR",NA
"Vaclav Termer","2003",NA,"K","M","CZE",NA
"Valentyna Berankova","2003",NA,"K","F","CZE",NA
"Valeriia Sharova","2002",NA,"C","F","UKR",NA
"Valters Martinsons","2003",NA,"C","M","LAT",NA
"Vanda Zupkó","2002",NA,"K","F","HUN",NA
"Vanesa Dimitrova","2003",NA,"K","F","BUL",NA
"Vanessa Bülow","2001",NA,"K","F","GER",NA
"Vanessa Silbermann","2001",NA,"C","F","GER",NA
"Vasiliana Tsoukaneli","2001",NA,"K","F","GRE",NA
"Vasylyna Kalytiuk","2003",NA,"C","F","UKR",NA
"Vatistas-Chrisovalandis","2001",NA,"K","M","GRE",NA
"Vatistas-Chrisovalandis Papadopo","2001",NA,"K","M","GRE",NA
"Večiaslav Bugak","2002",NA,"C","M","LIT",NA
"Veljko Dovragovic","2003",NA,"K","M","SER",NA
"Vikentsi Artsiukouski","2003",NA,"C","M","BLR",NA
"Viktor Podhradský","2003",NA,"K","M","SVK",NA
"Viktória Ikréniová","2002",NA,"C","F","SVK",NA
"Vladimir Cerman","2002",NA,"K","M","CZE",NA
"Vladimir Maleski","2002",NA,"K","M","MAC",NA
"Vladka Pudilova","2003",NA,"K","F","CZE",NA
"Vojin Rudovic","2001",NA,"K","M","SER",NA
"Vojtech Burda","2001",NA,"C","M","CZE",NA
"Vojtech Neradil","2003",NA,"C","M","CZE",NA
"Vuk Miletic","2003",NA,"K","M","SER",NA
"Weronika Marczewska","2003",NA,"K","F","POL",NA
"Weronika Waligóra","2002",NA,"K","F","POL",NA
"Weronika Wiśniewska","2002",NA,"C","F","POL",NA
"Wiebke Glamm","2002",NA,"K","F","GER",NA
"Wies Siffels","2001",NA,"K","F","NET",NA
"Wiktor Żarski","2001",NA,"K","M","POL",NA
"William Berg","2001",NA,"K","M","SWE",NA
"William Thomas","2002",NA,"C","M","GBR",NA
"Wojciech Pilarz","2002",NA,"K","M","POL",NA
"Yahor Badziuk","2003",NA,"K","M","BLR",NA
"Yana Yerasheuskaya","2003",NA,"K","F","BLR",NA
"Ydris Hunter","2001",NA,"C","M","CAN",NA
"Yoana Georgieva","2002",NA,"K","F","BUL",NA
"Yu Hioki","2002",NA,"C","F","JPN",NA
"Yuan Hishida","2003",NA,"K","M","JPN",NA
"Yuho Gocho","2001",NA,"K","F","JPN",NA
"Yuliana Putnina","2001",NA,"C","F","UKR",NA
"Yuliya Kisel","2001",NA,"K","F","BLR",NA
"Yuri Aarnoudse","2002",NA,"K","M","NET",NA
"Zak Benstead","2001",NA,"K","M","GBR",NA
"Zeljana Petrovic","2002",NA,"K","F","SER",NA
"Zhan Teo","2002",NA,"K","M","SIN",NA
