"name","age","club","boat","gender","country","type"
"Adam Bende","2002",NA,"K","M","SVK",NA
"Ádám Besenyei","2001",NA,"C","M","HUN",NA
"Ádám Farkas","2000",NA,"C","M","HUN",NA
"Ádám Gaszner","2001",NA,"K","M","HUN",NA
"Ádám Kiss","2002",NA,"K","M","HUN",NA
"Ádám Kocsis","2000",NA,"C","M","HUN",NA
"Adam Novotný","2000",NA,"K","M","CZE",NA
"Adam Richard","2000",NA,"C","M","CAN",NA
"Adél Pető","2002",NA,"K","F","HUN",NA
"Adéla Házová","2002",NA,"K","F","CZE",NA
"Adrian Klos","2000",NA,"C","M","POL",NA
"Adriana Osende","2001",NA,"K","F","CAN",NA
"Adrianna Antos","2000",NA,"C","F","POL",NA
"Adrianna Kakol","2001",NA,"K","F","POL",NA
"Adrienn Lődi","2002",NA,"K","F","HUN",NA
"Adrijan Bužimkić","2001",NA,"K","M","CRO",NA
"Aigars Cirulis","2001",NA,"K","M","LAT",NA
"Airi Hidaka","2001",NA,"C","F","JPN",NA
"Akira Matsukawa","2002",NA,"K","M","JPN",NA
"Ala Grigorjeva","2000",NA,"K","F","LTU",NA
"Albin Hallberg","2001",NA,"K","M","SWE",NA
"Aleksandar Perovic","2001",NA,"K","M","SRB",NA
"Aleksandra Jacewicz","2000",NA,"C","F","POL",NA
"Aleksejs Cikuns","2001",NA,"C","M","LAT",NA
"Aleksejs Sevcovs","2001",NA,"C","M","LAT",NA
"Alena Krausová","2002",NA,"C","F","CZE",NA
"Alex Canning","2000",NA,"K","M","CAN",NA
"Alex Greaves","2001",NA,"K","M","GBR",NA
"Alex Tóth","2001",NA,"K","M","SVK",NA
"Alexander Mallet","2001",NA,"K","M","CAN",NA
"Alexandre Hoferek","2000",NA,"K","M","CAN",NA
"Alexanne Morin","2000",NA,"K","F","CAN",NA
"Alida Gazsó","2000",NA,"K","F","HUN",NA
"Alisa Gashi","2001",NA,"K","F","GER",NA
"Alix Aitchison","2001",NA,"C","F","GBR",NA
"Alžběta Veverková","2001",NA,"C","F","CZE",NA
"Amber Van Broekhoven","2000",NA,"K","F","BEL",NA
"Amélie Geoffrin","2001",NA,"K","F","FRA",NA
"Ana Caridade","2001",NA,"K","F","POR",NA
"Ana Silva","2000",NA,"K","F","POR",NA
"Anais Boucher","2000",NA,"K","F","FRA",NA
"Anastasija Krasnova","2000",NA,"K","F","LTU",NA
"Anastazija Bajuk","2002",NA,"K","F","SRB",NA
"Andras Kereszturi","2001",NA,"K","M","GBR",NA
"András Redl","2001",NA,"K","M","HUN",NA
"Andreia Azevedo","2000",NA,"K","F","POR",NA
"Andrej Ladič","2002",NA,"C","M","SVK",NA
"Andrej Mazaník","2001",NA,"C","M","SVK",NA
"Andrej Ninkovic","2001",NA,"K","M","SRB",NA
"Andrew Billard","2002",NA,"C","M","CAN",NA
"Angela Kwek","2002",NA,"K","F","SIN",NA
"Anisha Singh","2000",NA,"K","F","SIN",NA
"Anja Damjanov","2002",NA,"K","F","SRB",NA
"Anna Mielnik","2002",NA,"K","F","POL",NA
"Anna Pazár","2001",NA,"K","F","HUN",NA
"Anna Salnikova","2001",NA,"K","F","LAT",NA
"Ansis Grisans","2000",NA,"C","M","LAT",NA
"Anthea Low","2001",NA,"K","F","SIN",NA
"Anya Chuprys","2000",NA,"K","F","CAN",NA
"Ari Kühnel","2002",NA,"C","M","GER",NA
"Armandas Žumbys","2001",NA,"K","M","LTU",NA
"Áron Nyerges","2002",NA,"K","M","HUN",NA
"Arthur Leech","2000",NA,"C","M","GBR",NA
"Arturas Golovač","2003",NA,"C","M","LTU",NA
"Ashlee Schoene","2001",NA,"K","F","AUS",NA
"Augustas Jankauskas","2002",NA,"K","M","LTU",NA
"Austeya Bložyte","2001",NA,"K","F","LTU",NA
"Axelle Renard","2002",NA,"C","F","FRA",NA
"Balázs Pálla","2002",NA,"C","M","HUN",NA
"Balázs Zupkó","2000",NA,"C","M","HUN",NA
"Bálint Bucsi","2000",NA,"C","M","HUN",NA
"Bálint Gergő","2000",NA,"K","M","HUN",NA
"Bancroft Lachlan","2001",NA,"K","M","AUS",NA
"Barbora Betlachová","2001",NA,"K","F","CZE",NA
"Barbora Galádová","2002",NA,"K","F","CZE",NA
"Barbora Vodičková","2000",NA,"K","F","CZE",NA
"Bartosz Grabowski","2000",NA,"K","M","POL",NA
"Bartosz Halas","2002",NA,"K","M","POL",NA
"Beatriz Lamas","2002",NA,"C","F","POR",NA
"Ben Gallacher","2000",NA,"K","M","GBR",NA
"Bence Kuska","2003",NA,"C","M","HUN",NA
"Bence Paragi","2001",NA,"C","M","HUN",NA
"Bence Vajda","2001",NA,"K","M","HUN",NA
"Benedek Horváth","2001",NA,"C","M","HUN",NA
"Benedek Kós","2000",NA,"K","M","HUN",NA
"Bernardo Santos","2000",NA,"K","M","POR",NA
"Bianca Schuster","2002",NA,"K","F","AUT",NA
"Bianka Nagy","2000",NA,"C","F","HUN",NA
"Blanka Szamosi","2000",NA,"C","F","HUN",NA
"Bojan Zdelar","2000",NA,"K","M","SRB",NA
"Branko Lagundzic","2002",NA,"K","M","SRB",NA
"Brodhurst Carter","2001",NA,"K","M","AUS",NA
"Brooklyn Wodehouse","2000",NA,"K","F","CAN",NA
"Bruno Macedo","2001",NA,"K","M","POR",NA
"Bruno Silvério","2000",NA,"K","M","POR",NA
"Caitlin Ribbons","2000",NA,"K","F","AUS",NA
"Cameron Ledrew","2000",NA,"K","M","CAN",NA
"Cameron Low","2001",NA,"K","M","CAN",NA
"Capucine Dubut","2000",NA,"K","F","FRA",NA
"Caroline Faurschou","2000",NA,"K","F","DEN",NA
"César Becasseau","2001",NA,"C","M","FRA",NA
"César Soares","2002",NA,"C","M","POR",NA
"Charlotte Carey","2002",NA,"C","F","GBR",NA
"Charlotte Pietzsch","2001",NA,"C","F","GER",NA
"Charlotte Richard","2000",NA,"C","F","CAN",NA
"Chelsea Beale","2002",NA,"K","F","AUS",NA
"Chiara Gutierrez","2002",NA,"C","F","ARG",NA
"Choon Tan","2002",NA,"K","M","SIN",NA
"Christian Farstad","2000",NA,"K","M","DEN",NA
"Chun Wang","2002",NA,"K","F","SIN",NA
"Cintia Szabó","2000",NA,"K","F","HUN",NA
"Claire Billau","2000",NA,"C","F","FRA",NA
"Clémence Leblanc","2001",NA,"C","F","FRA",NA
"Corentin Comte","2001",NA,"K","M","FRA",NA
"Cornelia Hepp","2003",NA,"K","F","AUT",NA
"Csenge Boldis","2002",NA,"K","F","HUN",NA
"Csenge Kulcsár","2002",NA,"K","F","HUN",NA
"Csenge Molnár","2001",NA,"C","F","HUN",NA
"Csilla Rugási","2002",NA,"K","F","HUN",NA
"Csongor Kurdi","2002",NA,"K","M","HUN",NA
"Dagmar Čulenová","2002",NA,"K","F","SVK",NA
"Damian Liskowiak","2001",NA,"K","M","POL",NA
"Daniel Atkins","2001",NA,"K","M","GBR",NA
"Daniel Kucharski","2001",NA,"K","M","AUS",NA
"Daniella Lawther","2002",NA,"K","F","SIN",NA
"Darko Erceg","2002",NA,"C","M","CRO",NA
"David Aračić","2002",NA,"K","M","CRO",NA
"Dávid Fekete","2000",NA,"C","M","SVK",NA
